,id,title,episode,title_song_merged,artist_name_artists_merged,year_year_merged
2952,949978,,,3 x 5,the infamous stringdusters,2007
2953,687836,,,love potion no. 9,the clovers,0
2954,914725,,,zusammen sind wir stark - benefiz song,two 4 pop,0
2955,949984,,,el ultimo hombre en el mundo,mikel erentxun & las malas influencias,0
2956,949987,,,the road to home,amy macdonald,2007
2957,853286,,,good days bad days (in the style of 'kaiser chiefs') [no backing vocals],ace karaoke productions,0
2958,952547,,,storm broken tree,the white birch,2005
2959,949994,,,regina: zweiter akt - sobald die nacht,chor des berliner rundfunks_ orchester des berliner rundfunks_ irmgard klein_ karl-heinz stracke_ ernst kozub_ walter schartner,0
2960,949999,,,feel alright / on a saturday night,the force,0
2961,950000,,,bed of roses,the lilac time,1990
2962,950002,,,una giornata al mare ( live ),paolo conte,1985
2963,261877,,,it hurts so good,modern talking,1999
2964,843514,,,the ballad of mary magdalene,tom & susan wasinger,0
2965,958203,,,love train,kaye styles,0
2966,958207,,,la sed,nacho vegas,2003
2967,655104,,,careless love blues,bessie smith,1925
2968,630530,,,what lies beneath,spektre,0
2969,802563,,,don't turn your heart away,jimmy martin,0
2970,958213,,,i got it bad and that ain't good,kay starr,1955
2971,954327,,,fly like an eagle featuring matt mcnaughton,baker brothers,2009
2972,958226,,,happy town,batdorf & rodney,0
2973,900720,,,downtown line,griffin house,2006
2974,958235,,,lo voy a dividir,siempre asi,0
2975,950045,,,once upon another time,andrew lloyd webber,2010
2976,854661,,,happy birthday,big youth,2006
2977,950055,,,the man from hyde park,eric alexander,0
2978,958249,,,and shes gone,boss martians,2007
2979,141959,,,le jour ou la pluie viendra,gilbert bécaud,1989
2980,925484,,,precious (misc full vocal mix),depeche mode,2005
2981,942045,,,a place that i should know,hooray! for everything,0
2982,843569,,,big sky,peter buffett,1987
2983,958265,,,band introduction (staggerlee),jimmy barnes,0
2984,851770,,,dancing feet,recycler,0
2985,851773,,,space scam,lions share,2009
2986,909121,,,have you met miss jones?,stéphane grappelli,1996
2987,925509,,,reborn,the living end,2005
2988,835399,,,booker t. (april 1967: live at the gymnasium_ new york city),john cale,0
2989,941898,,,ghost of yesterday (2001 digital remaster),the george shearing quintet with nancy wilson,0
2990,958292,,,as long as there is whiskey in the world,murder by death,2010
2991,952974,,,mr. u.s.a.i.d.s.,big jack johnson,0
2992,935225,,,what kind of quest,harry gregson-williams_ john powell,0
2993,671578,,,we're young and beautiful,carrie underwood,2005
2994,958299,,,until the real thing comes along (lp version),james darren,0
2995,958306,,,welcome paddy home,the irish rovers,0
2996,909159,,,mere mehboob,ustad nusrat fateh ali khan,0
2997,556904,,,deep in the motherlode (2007 digital remaster),genesis,0
2998,786282,,,a shot in the dark,henry mancini,1964
2999,958315,,,love i can feel,jackie edwards,0
3000,958317,,,mr. engineer,tony rice,0
3001,343922,,,running away,seventh day slumber,2003
3002,769907,,,poor man gotta make it,earl gaines,0
3003,868214,,,piano music,penguin café orchestra,1983
3004,483192,,,to thine own self be true,sian alice group,0
3005,819069,,,beethoven : theme & variations in c major on a waltz by diabelli op.120_ 'diabelli variations' : viii variation 7 - un poco più allegro,daniel barenboim,0
3006,73599,,,stiligt på en topp,stefan sundström,2004
3007,664896,,,peace_ land and the west bank,noam chomsky,0
3008,909188,,,cha la law,junior kelly,0
3009,958341,,,talkin' 'bout a feelin',mahogany rush,0
3010,712583,,,jag vill bli gammal med dig,de lyckliga kompisarna,2010
3011,958346,,,my lord is writing,golden gate jubilee quartet,0
3012,308546,,,without you (al stone remix),lucy pearl,2001
3013,950158,,,det hev ei rose sprunge,helene bøksle,0
3014,819092,,,dragon ball,oforia,2006
3015,959271,,,naive (live @ abbey road) (acoustic),the kooks,2006
3016,950173,,,hustling the coroner (to overlook the strychnine),birds of prey,2006
3017,737055,,,at loss for words,evergrey,2006
3018,794531,,,i dont know how to love him,kate ceberano,0
3019,917415,,,love on top of love-killer kiss (the cole & clivilles garage house mix) (digitally remastered 2004),grace jones,1989
3020,720809,,,no seras para mi - original,lalo rodriguez,0
3021,671658,,,mexican hat dance,eddie grant,0
3022,909228,,,bohemian rhapsody,mario rosenstock,0
3023,933811,,,this world is not my home,blue highway,0
3024,933813,,,old money,little river band,0
3025,919325,,,my wild irish rose,the management,0
3026,959817,,,someone to love,special d.,2004
3027,958392,,,agualuna,fernando ubiergo,0
3028,884665,,,stompin' at the savoy,don redman orchestra,0
3029,679867,,,als ich fortging,staubkind,2007
3030,925628,,,ill invasion featuring rahel,eric lau & dudley perkins,0
3031,647101,,,i'm in the mood for love,barbra streisand,2003
3032,917439,,,i don't belong (the best of mark lowry - volume 1 version),mark lowry,0
3033,942023,,,oklahoma hills,johnny bond,0
3034,933835,,,welcome princes of hell (album version),mercyful fate,1984
3035,835533,,,meu mundo É hoje (eu sou assim),paulinho da viola,0
3036,638926,,,when i miss you most,jon secada,0
3037,950231,,,night crawler,bob james,1977
3038,860120,,,i fall in love with you ev'ry day,johnny desmond,0
3039,961557,,,if you c jordan,something corporate,2001
3040,917469,,,mini bar blues,fun lovin' criminals,1998
3041,819170,,,late night final,charles williams,0
3042,948191,,,lord i hope this day is good,lee ann womack,2000
3043,950247,,,paso a la reina,gerardo reyes,0
3044,860138,,,in a lonely place,ikon,0
3045,942059,,,mirror man,nikola sarcevic,2004
3046,865619,,,w.w iii (medley) a. the dawning of night b. waiting at the church c. when the nighttime comes (album version),war,0
3047,892917,,,... e vui durmiti ancora !...,beans,0
3048,881518,,,the grass is always greener,armitage shanks,1996
3049,958458,,,dare me (dj chus and david penn dubsonic mix),kathy brown vs. miami calling,0
3050,925694,,,midnight moses,alex harvey band,1972
3051,927061,,,il mistero di giulia,litfiba,1993
3052,478507,i am zozo,,solo con te,zeph tragic+zoe tantrum+london below.,2012.0
3053,259042,the office,livin the dream (#9.21),i will remember you,seamus egan+sarah mclachlan+dave merenda+ed helms,2005.0
3054,639430,talvisota,,jääkärimarssi,jean sibelius,1989.0
3055,365497,bethanys story,,theme from bethanys story,stephanie+bob miller of music for life pittsburgh,2013.0
3056,657758,the egg and i,,tiger rag,the original dixieland jazz band,1947.0
3057,73965,dora the explorer,beaches (#1.4),swiper song,harrison chad+kathleen herles,2000.0
3058,512304,late night final,,the duel,sidney torch,1954.0
3059,659017,the fall of the louse of usher: a gothic tale for the 21st century,,hypnotised,gallon drunk,2002.0
3060,479620,i pass for human,,burning skulls,lydia lunch  / rowland s. howard+mark taylor,2004.0
3061,207731,shameless,civil wrongs (#3.10),do what you do,bosshouse,2011.0
3062,381014,by appointment only,,tree bark,mason b. wilkinson,2007.0
3063,729990,you instead,,im gonna be (500 miles),charlie reid+craig reid+the proclaimers,2011.0
3064,371264,bloodsuckers,,the search,matthew hastings+davor vulama+el mattador,2005.0
3065,83406,entourage,one day in the valley (#3.2),hell aint what it used to be,nashville pussy,2004.0
3066,282860,the voice of the philippines,(#1.15),clarity,sarah geronimo+gary valenciano+matthew koma+skylar grey+porter robinson+zedd,2013.0
3067,388407,chaos,,dub experience,ludovic navarre,2001.0
3068,697916,tjenare kungen,,vem kan segla fÖrutan vind,josefin neldén+cecilia wallin,2005.0
3069,513420,le dernier combat,,blessure,eric serra,1983.0
3070,37540,buenafuente,(2009-01-14),memorias de la carretera,miguel ríos,2005.0
3071,57589,dancing with the stars,(#11.3),magic,john farrar,2004.0
3072,517927,licence to kill,,game show,ray davies,1989.0
3073,226757,storage wars,live and let bid (#1.19),money owns this town,andrew kubiszewski,2010.0
3074,590848,red betsy,,historic fanfare,pam tomashek,2003.0
3075,48492,community,intro to felt surrogacy (#4.9),greendale is where i belong,ludwig göransson,2009.0
3076,613839,showing up drunk,,thats bob (hes the best),robert trusko,2015.0
3077,581737,pratap  the real hero,,yaad sataye  piya tori,,2016.0
3078,337142,a mí qué me importa que explote miami,,quiéreme... tengo frío...,willy chirino,1976.0
3079,451767,gil,,id tread on it,rugs,2015.0
3080,5636,90210,up in smoke (#4.1),relapse,the drawbacks,2008.0
3081,673765,the mind reader,,lets put out the lights (and go to sleep),herman hupfeld,1933.0
3082,10596,american crime story,the verdict (#1.10),feeling good,anthony newley+leslie bricusse+nina simone,2016.0
3083,440726,flakes,,tangorita,michael wayne jones+wayne jones,2007.0
3084,709763,unter palmen am blauen meer,,mein lieber joe,bibi johns+cornel-trio,1957.0
3085,274450,the tonight show starring johnny carson,(1970-03-24),johnnys theme,paul anka,1962.0
3086,76172,dragon ball: doragon bôru,yamucha vs jakkî chun (#1.22),romantikku ageru yo,takeshi ike+ushio hashimoto,1986.0
3087,364246,bellas de noche,,las bellas de noche,gustavo césar carrión,1975.0
3088,330903,8 x 10 tasveer,,aaja maahi,sameer+neeraj shridhar+tulsi kumar,2009.0
3089,270229,the sopranos,the telltale moozadell (#3.9),girl,martin rev+alan vega+vue,1999.0
3090,398702,coronación,,sevillana,don roy+his orchestra,2000.0
3091,547652,mujhse dosti karoge!,,jaane dil mein - ii,anand bakshi+rahul sharma+lata mangeshkar+sonu nigam,2002.0
3092,182858,poketto monsutâ - daiyamondo pâru,beadull knew! (#1.57),kimi no soba de -hikari no têma- (winter version),grin+kazuo yoda,2006.0
3093,102562,greys anatomy,cant fight this feeling (#9.19),cosy in the rocket,carim clasmann+galla durant+psapp,2005.0
3094,598228,roma città aperta,,mallinata fiorentina,giovanni danzi,1945.0
3095,409363,death to smoochy,,my stepdads not mean (hes just adjusting),edward norton,2002.0
3096,275082,the tonight show starring johnny carson,(1972-08-17),johnnys theme,paul anka,1962.0
3097,444456,frankie go boom,,jactation nation,mateo messina+the gitcheegoomee crew,2012.0
3098,723980,why we ride,,everyone has a reason,steven gutheinz+czech national symphony orchestra,2013.0
3099,162085,my little pony: friendship is magic,twilights kingdom - part 2 (#4.26),my little pony theme song,daniel ingram,2010.0
3100,110755,histeria!,presidential people (#1.32),were in the money,harry warren,1998.0
3101,226892,stranger things,chapter four: the body (#1.4),atmosphere,ian curtis+peter hook+stephen morris+bernard sumner+joy division,2016.0
3102,213006,single servings,,single servings original theme,,2014.0
3103,355357,austria3 - live,,die blume aus dem gemeindebau,wolfgang ambros+rainhard fendrich+georg danzer,1998.0
3104,197052,rockpalast,depeche mode,precious,depeche mode,1974.0
3105,53251,curb your enthusiasm,the bowtie (#5.2),humoresque,pete thomas,2000.0
3106,479660,i recorded a murder!,,retro future dirty,kevin macleod,2016.0
3107,446368,from broadway with love: a benefit concert for sandy hook,,one voice,barry manilow+from broadway with love company+sandy hook elementary school 3rd+4th grade classes,2013.0
3108,561933,o-town: o2 - an exclusive v.i.p. look,,over easy,jamie houston+otown,2002.0
3109,606597,schutzengel,,burning bridges,onerepublic+ryan tedder+brent kutzle,2012.0
3110,109856,himitsu no akko-chan,,dont you?,hiroaki serizawa+mitsuko horie+time five,1988.0
3111,623379,sons of the desert,,honolulu baby,marvin hatley+ty parvis+danced by charita+others,1933.0
3112,528953,madden nfl 2008,,you wouldnt know,hellyeah+vinnie paul,2007.0
3113,450818,get rich or die tryin,,uncle deuces rap,scott dj rectangle kluesner+joseph pierre+jim sheridan,2005.0
3114,240071,the boys who brunch,,centrifuge,pomplamoose,2010.0
3115,252589,the louise log,how to get what you want (#3.2),vampire love song,victoria trestrail,2007.0
3116,659666,the fighting temptations,,soldier,the blind boys of alabama,2003.0
3117,298336,top ten,prog rock,witches promise,ian anderson+jethro tull,1998.0
3118,382059,cabaret,,it couldnt please me more,john kander+fred ebb,1972.0
3119,661802,the girl next door,,you(i)d rather have a pal / im mad about the girl next door,josef myrow+lyrics by mack gordon  / music by josef myrow+lyrics by mack gordon+dan dailey+june haver  )+billy gray,1953.0
3120,215594,snooker: welsh open,2015: day two - highlights (#7.6),bow,sergio pizzorno+kasabian,2009.0
3121,156462,misterogers neighborhood,1633: growing (#21.8),its such a good feeling,fred rogers,1968.0
3122,517801,libby girl: bored games,,libby girl,janet mayson,2013.0
3123,715527,véndese,,por un feixe de...,j.a. blanco+emilio rúa,2014.0
3124,443470,fortunes,,fortunes theme,tobin sprout,2005.0
3125,594806,right at your door,,rise and fall,john ensslin+michael rank+charles h. desmond+scott carelton brenner+marat,2006.0
3126,410613,den lille død,,kun du og jeg,kristian sloth kristensen+rune hørdum jørgensen,2011.0
3127,88913,festival internacional de la canción de viña del mar,viña 2014: noche 4,voy a olvidarme de mí,carlos vives,1963.0
3128,404100,dance academy,,slick,mimi rousseau,1988.0
3129,500142,kickstand,,prologue,,2012.0
3130,379896,bullets over broadway,,toot  toot  tootsie (goo bye!),dan russo+ernie erdman+gus kahn+al jolson  with the vitaphone orchestra,1994.0
3131,611285,shark in venice,,venetian boat song,ross garboushian+mazatl galindo,2008.0
3132,295828,toast of the town,(#17.19),two-ton tessie from tennessee,lou handman+tessie oshea,1948.0
3133,42617,carrossel,capítulo 40 (#1.40),varinha de condão,maísa silva,2012.0
3134,281377,the vampire diaries,let her go (#6.15),details,sleeperstar,2009.0
3135,294249,tiikerihai,vihaava rakkaus  rakastava viha (#1.9),niin paljon kuuluu rakkauteen - love is a many splendored thing,sammy fain+katri-helena,1988.0
3136,509649,la vita è bella,,belle nuit (barcarolle),jacques offenbach+montserrat caballé+soprano+shirley verrett+mezzo-soprano,1997.0
3137,688849,the tyburn case,,music for industry,robert farnon,1957.0
3138,305936,true detective,other lives (#2.5),give me,vincent+mr. green,2014.0
3139,268782,the simpsons,the kids are all fight (#26.19),the wheels on the bus,nancy cartwright,1989.0
3140,405517,dark realm,,fetish,sinister fate,2013.0
3141,622740,song of old wyoming,,wild prairie rose,eddie dean+carl hoefle,1945.0
3142,555767,next of kin,,made up my mind,bernard mitchell+janai brinson,2008.0
3143,175633,orange juice in bishops garden,the giant mumbles in his sleep (#7.4),alright  alright,dot dash,2009.0
3144,658043,the equalizer,,2 kaiser,sebastian ugowski+sergey parkhomenko+azad,2014.0
3145,157352,mistresses,when one door closes... (#1.12),good to me,inara george,2013.0
3146,665131,the holiday,,theme from jaws,john williams,2006.0
3147,422252,droid gunner,,when she was good,dave bean+the judys,1995.0
3148,720664,what is cinema?,,life is sweet - end title,,2013.0
3149,637355,swipe,,last night at the jetty,noah lennox+panda bear,2014.0
3150,333111,a gander at mother goose,,mutiny in the nursery,harry warren+johnny mercer,1940.0
3151,162639,my so-called life,,the book song,s. austin+frente!,1994.0
3152,139731,little white lie,(#1.11),took him home,mark swiderski,2009.0
3153,224555,star trek: the next generation,déjà q (#3.13),star trek: the next generation main title,jerry goldsmith+alexander courage,1987.0
3154,468698,herbie fully loaded,,magic,david paton+william lyall+pilot,2005.0
3155,84322,esupâ mami,chikadou ojisan (#1.34),teleportation - koi no mikakunin,keiichi oku+ushio hashimoto,1987.0
3156,245961,the get down,darkness is your candle (#1.3),oogie boogie disco biscuit,herizen f. guardiola,2016.0
3157,278166,the tonight show with jay leno,(#20.137),bang a gong (get it on),marc bolan+the tonight show band,1992.0
3158,694643,this gift is a curse: swinelord,,swinelord,patrik andersson+lars gunnarsson+the gift is a curse,2015.0
3159,478045,hymypoika,,sun henkes haisee,jukka tanskanen+ripsipiirakka,2003.0
3160,333445,a guide to recognizing your saints,,baby come back,peter beckett+j.c. crowley+player,2006.0
3161,56662,dance moms,the big  not so  easy (#3.38),dance doctor,21st century girl,2011.0
3162,270447,the stand,the stand (#1.4),baby can u dig your man,stephen king+al kooper+jamey sheridan,1994.0
3163,696784,tiger bay,,ugly woman,sung+danced at a street wedding reception,1959.0
3164,289247,the young and the restless,(#1.10867),nadias theme,barry de vorzon+perry botkin jr.,1973.0
3165,549886,my gal loves music,,over and over,milton raison+everett carter+bob crosby,1944.0
3166,220951,spackovi v síti casu,bertík zasahuje (#1.7),hracky,michal pavlícek+jan hedl+jakub nedorost,2013.0
3167,541804,mio fratello è figlio unico,,ma che freddo fa,,2007.0
3168,231412,tome: terrain of magical expertise,gemini tournament yang (#1.9),404 - tome version,blake swift,2011.0
3169,52341,crook & chase,(2009-07-02),johnny cash is dead and his house burned down,larry gatlin+the gatlin brothers,2008.0
3170,651412,the broken tower,,the brooklyn bridge,neil benezra,2011.0
3171,449168,garth brooks... in the life of chris gaines,,main street,gordon kennedy+wayne kirkpatrick+trisha yearwood+garth brooks,1999.0
3172,583765,project 17,,dont blame it on the world,wendy eaton+kim parent,2008.0
3173,557648,nitrato dargento,,improvisation au cinéma,ferenc darvas,1996.0
3174,193052,reboot,end prog (#3.16),reboot recap song,,1994.0
3175,616284,sing  bing  sing,,in my hide-away,k.l. binford+bing crosby,1933.0
3176,519270,lily & kat,,friends,tobi faladé+micael preysler+film/noir,2015.0
3177,300976,top of the pops,(1980-02-28),atomic,debbie harry+jimmy destri+blondie,1964.0
3178,213065,sinungaling mong puso,clearing jason (#1.44),natatanging pag-ibig,maricris garcia,2016.0
3179,160351,mulatschag,stefan weber superstar,mulatschag,drahdiwaberl,2006.0
3180,706395,u nás v kocourkove,,hrdino mesta  sláva ti,julius kalas+kocourkovsti ucitele,1934.0
3181,537189,meet the engineer,,someone elses song (more gun),wilco,2007.0
3182,473953,honolulu,,alle zeit der welt,w.i.r,2001.0
3183,480139,i wish i were stephanie v,,ti ime ego gia sena (what am i to you),bill floratos+george floratos,2009.0
3184,640467,teach me to love,,nasaan,nyoy volante,2008.0
3185,137210,les dossiers de lécran,boulevard du crépuscule,protest,morton gould,1967.0
3186,371902,blue ruin,,fangs,she keeps bees,2013.0
3187,419411,donnie darko,,the killing moon,will sergeant+ian mcculloch+les pattinson+pete defreitas+echo+the bunnymen+arrangement with warner special products,2001.0
3188,506449,la cucaracha,,la rumba,los trovadores,1998.0
3189,285065,the wire,lessons (#1.8),no,chuck d.,2002.0
3190,619481,smart people,,pursuit of happiness,nuno bettencourt+gary cherone+suze demarchi,2008.0
3191,606843,scorched,,its showtime pt. ii,sammy james jr.+the mooney suzuki,2003.0
3192,427505,el mejor regalo,,al salir el sol,the child carlos selles,1975.0
3193,567110,oprah winfrey presents: legends who paved the way,,artisan,edgard jaude+michael benghiat,2015.0
3194,138706,life,fill it up (#1.11),life end theme,jon ehrilich+jason derlatka,2007.0
3195,330112,5 schritte zur freiheit - every day the same dream,,when the worlds end,zack mitchell,2015.0
3196,21428,bad girls club,the queens of key west (#11.6),jigsaw,mimi page,2006.0
3197,298227,top gear,(#10.7),who are you,pete townshend+the who,2002.0
3198,101714,great performances,andrew lloyd webber: the royal albert hall celebration,happy birthday,mildred j. hill,1971.0
3199,708388,under fiesta stars,,ive got no use for women,sol meyer,1941.0
3200,686258,the stranger in us,,opposite opposite man,margrit eichler+true margrit,2010.0
3201,406409,david,,kanave kanave,anirudh ravichander+mohan rajan,2013.0
3202,191745,rage,triple j hottest 100 of all time (50 to 1),stairway to heaven,jimmy page+robert plant+led zeppelin,1987.0
3203,199860,sabrina  the teenage witch,pancake madness (#3.5),sabrina the teenage witch theme,danny lux,1996.0
3204,155634,misterogers neighborhood,1191 (#4.61),tomorrow,fred rogers,1968.0
3205,302893,top of the pops,(1996-12-25),return of the mack,mark morrison,1964.0
3206,126444,kablam!,kablam! gets results (#1.6),schulausflug,gerhard trede,1996.0
3207,452975,glee encore,,alone,billy steinberg+tom kelly+matthew morrison+kristin chenoweth+tim davis+nikki hassman+adam anders,2011.0
3208,548440,muscle shoals,,reap what you sow,mike bloomfield+nick gravenites+otis rush+arrangement with warner music group film+tv licensing,2013.0
3209,11600,american idol: the search for a superstar,elton john theme (#3.25),circle of life,elton john+tim rice+jennifer hudson,2002.0
3210,724962,will success spoil rock hunter?,,you got it made,bobby troup+georgia carr,1957.0
3211,523017,los bunkers: en concierto,,tú,francisco durán+mauricio durán+los bunkers,2006.0
3212,677046,the other side of paradise,,piano concerto no. 1,pyotr ilyich tchaikovsky+keith j. salmon,2009.0
3213,428705,eliana: É dez,,ai  meu nariz,eliana,2002.0
3214,125749,justified,shot all to hell (#5.5),du denst mit einum,barbara shirvis,2010.0
3215,600422,run wild  run free,,run wild  run free,david whitaker+the new christy minstrels,1969.0
3216,715048,voll paula!,,the boys,zohar bonnie+the bogarts,2015.0
3217,638490,tagebuch der geliebten,,in paris sind die fraun ein erlebnis...,paul abraham,1935.0
3218,672833,the man with the iron fists,,the baddest man alive,dan auerbach+patrick j. carney+rza+the black keys,2012.0
3219,647526,the badge,,soul custody,david garza,2002.0
3220,390956,chong fan 20 sui,,give me a kiss,zishan yang,2015.0
3221,681095,the replacements,,kick the piss out of it,john debney+marc bonilla+font 48,2000.0
3222,330369,57000 km entre nous,,guitare balade,delphine kreuter,2008.0
3223,647612,the band,,too many times,moscow schoolboy,2009.0
3224,667927,the kid stays in the picture,,rigoletto - bella figlia dellamore,giuseppe verdi+orchestra dellaccademia di santa cecilia+roma,2002.0
3225,210289,shindig!,(#1.23),lemon tree,will holt+john andrea,1964.0
3226,471177,hitch,,now that we found love,kenny gamble+leon huff+heavy d+the boyz,2005.0
3227,23532,bassie en adriaan en de reis vol verrassingen,een gigantisch bos (#1.6),wij zijn nietig,rinus van galen+bas van toor+aad van toor,1994.0
3228,461034,guru manio granth,,desh di khatir saade lahu da,mohammad rafi+chorus,1977.0
3229,179765,patriotkino,artefakt (fuck the contact  okay?) (#1.3),porevo s zavorotnyuk,anton ustimov,2014.0
3230,139666,little nanay,pamilya wars (#1.71),kasama kita,ann margaret figueroa,2015.0
3231,53309,curb your enthusiasm,the corpse-sniffing dog (#3.7),frolic,luciano michelini,2000.0
3232,188574,prova de amor,,eu não sou de vacilar,sombrinha,2005.0
3233,455211,good hair,,the groover,vincent mcewan+pucho+his latin soul brothers,2009.0
3234,661470,the george burns one-man show,,good old bad old days,leslie bricusse+anthony newley+george burns,1977.0
3235,438684,field of dreams,,jessica,dickey betts+the allman brothers band,1989.0
3236,119932,independent lens,deaf jam (#13.4),lamento mourisco,shanir ezra blumenkranz+cyro baptista+arrangement with a side music,1999.0
3237,632132,strapped,,throw ya gunz,onyx+fredro starr+sticky fingaz+sonee seeza+chylow parker+arrangement with sony music licensing,1993.0
3238,352089,approaching midnight,,close the door,chad gokliani,2013.0
3239,52908,curb your enthusiasm,club soda and salt (#3.3),lost the plot,stefano mainetti,2000.0
3240,697099,tim minchin: so live,,dark side,tim minchin,2007.0
3241,714615,vittra,,hit me,samir el alaoui+patrick saxe+anna andersson,2012.0
3242,584255,prowl,,fighter,barney freeman+ben vella+grainne oneill,2010.0
3243,270383,the south bank show,ronnie wood (#28.2),maggie may,rod stewart+martin quittenton+rod stewart   feat ronnie wood,1978.0
3244,699797,too white for me,,tarzanian woman,chiccotwala+chimoro,1992.0
3245,192488,rap critic reviews,loyal by chris brown  feat. lil wayne and tyga (#5.7),every chance i get,t.i.,2010.0
3246,539361,meu passado me condena: o filme,,top of the world,fabio mondego+fael mondego+marco tommaso,2013.0
3247,400998,crookz,,see you on tha way down,kray mitchell+a.k.a.,2005.0
3248,60320,daniel tigers neighborhood,margarets first chime time/tiger family fun (#2.24),its such a good feeling!,,2012.0
3249,106745,hatfields & mccoys,(#1.3),are you washed in the blood,,2012.0
3250,104644,guapas,los testigos (#1.7),hasta la piel,carla morrison,2014.0
3251,717314,wanessa: dna tour,,shine it on,wanessa camargo,2013.0
3252,524522,love & mercy,,caroline  no,brian wilson+tony asher+the beach boys,2014.0
3253,577086,pink flamingos,,pink champagne,joseph liggins+the tyrones+arrangement with polygram film+tv licensing,1972.0
3254,484412,in the loop,,allegro from concerto grosso in g minor,arcangelo corelli,2009.0
3255,395120,cold comfort farm,,taras theme,max steiner+the london festival orchestra+chorus,1995.0
3256,635934,suspended alibi,,automation,robert farnon,1957.0
3257,727237,wounded love,,hey love,robert mcatee,2004.0
3258,669671,the last of england,,exélou me (deliver me),diamanda galás,1987.0
3259,438767,fields of the nephilim: visionary heads,,last exit for the lost,carl mccoy+tony pettitt+paul wright+andrew wright+peter yates+fields of the nephilim,1991.0
3260,711851,vanilla sky,,wild honey,u2  / lyrics by bono+u2,2001.0
3261,437672,fear of clowns,,steps,john maellaro+dave thomasson,2004.0
3262,453310,gloria estefans caribbean soul: the atlantis concert,,tengo que decirte algo,performed as a duet with josé feliciano,2000.0
3263,441909,foam drive renegades,,aint no lady,c. campbell+stone mary,2013.0
3264,246714,the good wife,marthas and caitlins (#3.5),phamous (feat. chanel),midi mafia,2009.0
3265,342506,alexander and the terrible  horrible  no good  very bad day,,keep on movin,thomas hien+charlie midnight,2014.0
3266,427237,el grito en el cielo,,este amor ya no se toca,giancarlo bigazzi+gianni bella+ignacio ballesteros+yuri,1998.0
3267,653461,the cockleshell heroes,,a life on the ocean wave,henry russell,1955.0
3268,134511,late night with conan obrien,(#8.70),i will always love you (bluegrass version),dolly parton,1993.0
3269,353845,ashanti,,dil diya hai dil liya,asha bhosle+amit kumar,1982.0
3270,401597,crystal fairy & the magical cactus and 2012,,así no más,,2013.0
3271,259632,the pacific,,landing peleliu,blake neely+geoff zanelli+hans zimmer,2010.0
3272,482784,il vangelo secondo matteo,,cantate alexander newski nr 1,sergei prokofiev,1964.0
3273,710148,upkar,,har khushi ho wahan,lata mangeshkar+kalyanji-anandji,1967.0
3274,347808,amor de la calle,,espero un amor,manuel esperón+fernando fernández,1950.0
3275,432130,escucha mi canción,,barquito chiquitin,manuel naranjo+rafael jaén+román+antonio segovia+joselito,1959.0
3276,281173,the vampire diaries,gods and monsters (#7.22),horns ,bryce fox,2009.0
3277,572483,passion fish,,poor man two step,john delafose+the eunice playboys,1992.0
3278,427713,el pistolero desconocido,,el comandante tijerina,eulalio gonzález,1967.0
3279,286142,the x factor,(#5.7),apologize,girlband,2004.0
3280,636266,swamphead,,80s tune,kurt stein,2011.0
3281,294851,tiny toon adventures,her wacky highness (#1.6),wintermärchen,alphons czibulka,1990.0
3282,240703,the choir: unsung town,(#1.3),agnus dei,samuel barber+south oxhey community choir,2009.0
3283,702268,travellers,,keep it up,dicken marshall,2011.0
3284,564083,old dogs,,all out of love,clive davis+graham russell,2009.0
3285,538629,merci docteur rey,,cha cha cha damour,henri salvador,2002.0
3286,88749,festival internacional de la canción de viña del mar,viña 2013: noche 3,duende,miguel bosé+m. ansell,1963.0
3287,449666,gekijô ban kara no kyôkai: satsujin kôsatsu (go),,seventh heaven,yuki kajiura+kalafina,2009.0
3288,485114,infliction,,spread your love,daniel smith,2014.0
3289,391920,chuecatown,,disfraz de tigre,genís segarra+carlos ballesteros+hidrogenesse,2007.0
3290,664497,the heart of christmas,,away in a manger,matthew west,2011.0
3291,349831,angelina ballerina: shining star trophy movie,,my friend alice,charlotte spencer+naomi mcdonald,2011.0
3292,113686,house of anubis,house of reflections/house of stooges (#2.29),main title theme,rob cairns+tony morales,2011.0
3293,365557,bette midler in concert: diva las vegas,,miss otis regrets,cole porter+bette midler,1997.0
3294,302805,top of the pops,(1996-03-14),return of the mack,mark morrison,1964.0
3295,647494,the bad news bears go to japan,,mean bones,,1978.0
3296,62443,de stratenmaker op zee show,bang (#1.9),over de dood,harry bannink+joost prinsen,1972.0
3297,222309,spongebob squarepants,mermaidman and barnacleboy/pickles (#1.6),lonely violin,dick walter,1999.0
3298,305843,true blood,whatever i am  you made me (#5.3),bad things,jace everett,2008.0
3299,333478,a guy named joe,,fight on,milo sweet+don defore,1943.0
3300,236170,the andy griffith show,gomer pyle  u.s.m.c. (#4.32),marines hymn,jim nabors,1960.0
3301,497769,karaoke revolution party,,every little thing she does is magic,,2005.0
3302,138873,lilyhammer,out of africa (#2.2),hjem (home on the range),daniel e. kelley+kirsti sparboe,2012.0
3303,261498,the porter wagoner show,jim colvard (#1.583),country john,jim colvard,1961.0
3304,614950,silent hill,,waiting for you (shf1),akira yamaoka,2006.0
3305,349495,anfang 80,,you are the sun,hansi lang+thomas rabitsch+wolfgang schloegl+the slow club,2011.0
3306,102977,greys anatomy,if only you were lonely (#8.16),terrible love,birdy,2005.0
