,id,title,episode,title_song_merged,artist_name_artists_merged,year_year_merged
2018,938773,,,leave us alone,eddie & the hot rods,0
2019,406299,,,harry the morgue (church mix),david cronenberg's wife,0
2020,943445,,,handel: concerto grosso op.3 no. 5 in d minor: ii - fuga_ allegro,academy of ancient music & richard egarr,0
2021,860977,,,messe in f_ op. 190: agnus dei,men of blackburn cathedral choir,0
2022,946993,,,soul bossa nova,pretty purdie,1968
2023,955187,,,tonight,the big pink,2009
2024,930612,,,delmar avenue,mary johnson,2005
2025,799541,,,stand by your man (lullaby rendition of tammy wynette),hushabye baby,0
2026,463671,,,dark lady,scorpions,1975
2027,881469,,,sick of your face,death in custody,0
2028,955201,,,julie's theme,a. r. rahman,0
2029,594755,,,bang went forever,terry hall,0
2030,938820,,,silent night,huey 'piano' smith and the clowns,0
2031,815943,,,le miroir,les très bien ensemble,2008
2032,200163,,,du mauvais au bon,akissa,0
2033,897880,,,oveja negra,gilberto santa rosa,0
2034,955225,,,clap your hands,chris christian,0
2035,922460,,,slow,professional murder music,1999
2036,873309,,,un negrito en la habana (guaracha),eliades ochoa y el cuarteto patria,0
2037,938846,,,two story house,george jones & tammy wynette,1995
2038,930670,,,a broken man,mark heard,1992
2039,701298,,,pretty girl (the way),sugarcult,2001
2040,365428,,,nothin' like tomorrow,supreme beings of leisure,2000
2041,955254,,,knock off (ft. flippa mafia & cutty),ding dong,0
2042,840568,,,por una cosa,carlos argentino,0
2043,848768,,,i wanna meet the man,k's choice,1993
2044,226179,,,thank god i'm a country boy,john denver,1974
2045,942357,,,victoria,ray davies,0
2046,955270,,,happy ever after,julia fordham,1988
2047,553869,,,todo y nada,luis miguel,1994
2048,13199,,,street life,zion i,0
2049,955280,,,cotton eye joe (album version),josh rouse,2010
2050,955283,,,children of the universe,ras michael and the sons of negus,0
2051,439194,,,soft lights and sweet music,charlie byrd,2000
2052,922523,,,all day all night,earl van dyke,2005
2053,930721,,,pretty girls everywhere,little arthur duncan,0
2054,799661,,,el pecador,miguel aceves mejia con el mariachi vargas de tecalitlan,0
2055,897969,,,the joy of living,blueboy,1994
2056,234423,,,tú (album version),jorge drexler,1996
2057,960058,,,motherless children see a hard time,roscoe holcomb,0
2058,594874,,,love child,the rippingtons / eric marienthal / paul taylor,2000
2059,930759,,,pipeliner's blues,moon mullican,0
2060,947144,,,happiness is a thing called joe,abbey lincoln,2003
2061,938954,,,you belong to me,dickie valentine / ted heath & his music,0
2062,873422,,,say what you like (dave cousins demo '69),string driven thing,0
2063,898000,,,mccarthy star trek_ deep space nine,the london pops orchestra,0
2064,889815,,,holy spirit_ come fill this place (key-g-bb-db-premiere performance plus),cece winans,0
2065,938971,,,what have you done,naomi shelton & the gospel queens,0
2066,951089,,,here today gone tomorrow,laurel canyon ramblers,0
2067,955359,,,new twilight zone theme opening,bernard herrmann,1999
2068,340964,,,when the sky comes falling down,pursuit of happiness,1988
2069,947184,,,der frühling: arie,franz joseph haydn,0
2070,960910,,,shining star (julio mix),the jazzhole,1996
2071,955386,,,neat badmind,wayne marshall,0
2072,807935,,,in der kirche des todestrips - die horrorhochzeit,samsas traum,0
2073,462336,,,la vallee des cloches,maurice ravel,0
2074,730682,,,waltz of the flowers from  nutcracker,pyotr il'yich tchaikovsky,0
2075,939013,,,it's christmas time again,peggy lee,1992
2076,949181,,,ich oder du,hansi lang,0
2077,873482,,,gegen die wand,madoppelt,0
2078,406542,,,el vals del mono loco,maría josé hernández,0
2079,955224,,,going down south,r.l. burnside & the sound machine,2001
2080,955410,,,brand new day (album version),ryan star,0
2081,283481,,,i gotta story 2 tell,canibus,0
2082,807960,,,eisai mia fili mou palia,manos pyrovolakis,0
2083,758810,,,nutcracker suite op.71a: russian dance,percy grainger,0
2084,597509,,,aaj mera jee kardaa [today my heart desires],mychael danna,2002
2085,562209,,,the time is right,michael hurley,0
2086,951131,,,young jimmy in flanders,andy m. stewart,0
2087,848932,,,sweet black jesus magic,daniel hutchens,0
2088,889692,,,cowboy,harry nilsson,1989
2089,212487,,,here in spirit (frank charles kickapoo tribe mix),fama feat. alan t.,0
2090,390193,,,don't let the sun (catch you crying),gloria estefan,0
2091,951134,,,pretty boys,hard place,0
2092,930872,,,foto van een mooie dag,frank boeijen groep,1985
2093,873530,,,roshni ho gayee har pase,faiz ali faiz,0
2094,938847,,,pockaj tam na nas hore (explicit),kontrafakt,2007
2095,947261,,,der wilde wassermann (live: goldtour),achim reichel,0
2096,422167,,,monkey song (you made a monkey out of me),big bopper (as jape richardson & the japetts),0
2097,922693,,,wheels on the bus,kyle andrews,0
2098,390215,,,i could dance all night,john holt,0
2099,930888,,,rentun ruusu,irwin goodman,1988
2100,680803,,,hard hand to hold (live at austin city limits music festival 2007),willy mason,0
2101,955480,,,white christmas,billy gilman,2000
2102,570457,,,i'm satisfied,sweet sunny south,0
2103,395450,,,e agora o que É que eu vou fazer?,oio ai,0
2104,906334,,,the whore of  babylon,helstar,1988
2105,796153,,,a kiss to build a dream on,benny bailey,1988
2106,783460,,,romeo & juliet,emerson_ lake & palmer,1993
2107,799850,,,don't die mother earth,open air,1990
2108,623463,,,teach me to twist,bobby rydell / chubby checker,2005
2109,849004,,,the little girl i once knew (alternate version) (2001 digital remaster),the beach boys,0
2110,957970,,,confession time (album version),ben granfelt band,0
2111,791663,,,rock and roll part 2 - karaoke,sound choice karaoke,0
2112,914550,,,on the beach,pajama party,1991
2113,955512,,,i'll know (with marlon brando)/who are you now?,barbra streisand,marlon brando
2114,562303,,,like a rolling stone (bonus track),ben sidran,0
2115,947330,,,preachin' blues,peter green splinter group,2000
2116,947331,,,give it up or turnit a loose,james brown / the j.b.'s,0
2117,523798,,,gain experience dub,enos mcleod,0
2118,906374,,,lonely teardrops,robby krieger,0
2119,885612,,,lonesome lover blues (album version),billy eckstine,0
2120,119953,,,sit down_ you're rocking the boat (from 'guys and dolls'),roger whittaker,1995
2121,382098,,,ye lai xiang,joanna wang,0
2122,129219,,,ay te dejo en san antonio,los lobos,1983
2123,767124,,,henry krinkle: alone inna ugly town,the men they couldn't hang,0
2124,725870,,,9 etudes-tableaux op. 33: no. 3 in e flat minor,leif ove andsnes,0
2125,898208,,,flight of dreams,joseph fire crow,0
2126,832676,,,factor a,ziggy x,2004
2127,775338,,,going home,red garland,0
2128,890027,,,sta pliktra tou kormiou sou (pyretos),giorgos tsalikis,0
2129,840878,,,up above my head - i hear music in the air (lp version),randy travis,0
2130,799921,,,dreams (showgirl tour - live in sydney),kylie minogue,0
2131,816314,,,i feel fine,teenage fanclub & jad fair,0
2132,177339,,,easier to lie,aqualung,2003
2133,773515,,,la flaca,triana pura,0
2134,955584,,,open again,open season,0
2135,955585,,,cascabelito,carlos gardel,0
2136,750788,,,in the shade of the old apple tree,rod mason & ray foxley,0
2137,881864,,,she's lost control,the len price 3,0
2138,914634,,,on the attack (live),shark attack,2001
2139,898263,,,the beginning of the end,chris clark,1997
2140,939225,,,will is my friend,devendra banhart,2004
2141,906458,,,wanna love you girl,robin thicke / pharrell williams,2006
2142,911567,,,maría derrumba mi rumba,la mano ajena,0
2143,701660,,,qian jin nan de mei ren xin,sally yeh,0
2144,822821,,,different colours/ one people,lucky dube,0
2145,947427,,,organize crime,chezid ek,2002
2146,283879,,,honky tonk,new riders of the purple sage,0
2147,939241,,,mood indigo,anita kerr,0
2148,955626,,,make my dreams come true (take 2),elmore james,1993
2149,750828,,,mad movie,the hippy boys,0
2150,939247,,,it's better than walking out,marlena shaw,0
2151,488693,,,you brought a new kind of love to me,paul whiteman & his orchestra,0
2152,947449,,,here it goes again (uk surf) (itunes italy),ok go,2006
2153,939258,,,rock with rock/angel of mercy/mistress of the senator (scene nine: the actress and the senator),david evans,david a. white
2154,799995,,,el contrato,david calzado y su charanga habanera,0
2155,718088,,,you need 2 rock,sebastian ingrosso,2004
2156,922889,,,just a little love,bay city rollers,1974
2157,755514,,,mr. & mrs. untrue,little milton,0
2158,921093,,,la croisière,alain chamfort,0
2159,956282,,,que no te importe,pablo herrera,0
2160,957997,,,my funny valentine,james ingram,0
2161,947473,,,lopulta olemme kuitenkin yksin,scandinavian music group,2007
2162,210197,,,could we start again please?,jesus christ superstar - 20th anniversary cast,0
2163,415000,,,les saisons du plaisir,gabriel yared,0
2164,636189,,,pure music lovers,peter pan,0
2165,947487,,,love song,alan replica,2006
2166,873350,,,symphony no. 3 in e flat major_ op. 55_ 'eroica'/marcia funebre: adagio assai,günter wand,0
2167,922919,,,bobby's girl,tracey ullman,1983
2168,922921,,,cowboy und indianer,solid gold,0
2169,890155,,,love song,patrice strike,0
2170,939315,,,god's promise,the original five blind boys of alabama,0
2171,890173,,,beauty and the beast,antiloop,1995
2172,849214,,,back to l.a.,paul cardall,0
2173,914751,,,downtown blues,frank stokes,1928
2174,955714,,,lift me up,chris taylor,2008
2175,578883,,,country boy,johnny cash,1957
2176,857416,,,here we go round the mulberry bush,dora the explorer,2008
2177,46414,,,feel this,afu-ra_ afro hesse_ brian lee voice,0
2178,955731,,,john neely beautiful people,eric alexander,0
2179,390485,,,come together,annie,0
2180,783702,,,levee camp man,charlie spand,0
2181,818745,,,kill the messenger,aesop rock,2003
2182,873818,,,dance of the reed-pipes,chicago symphony orchestra / sir georg solti,0
2183,669027,,,a pretty girl is like a melody,stanley black,0
2184,865637,,,tina_ bring me the axe,akimbo,0
2185,914793,,,como pasa la vida,angélica maria,0
2186,955754,,,mea culpa,polly paulusma,2004
2187,529771,,,i dream of wires,robert palmer,1980
2188,808300,,,right now (live version),van halen,0
2189,677229,,,impromptus d 899 (1999 digital remaster): no. 2 in e flat major,dinu lipatti,0
2190,955758,,,donizetti: l'elisir d'amore: come paride vezzoso,gaetano donizetti,0
2191,955762,,,long slow goodbye,queens of the stone age,2005
2192,955767,,,un poco de satisfacción/extra/un gato en la ciudad/huevos/mundo feliz,miguel mateos - zas,1985
2193,955775,,,gonna make you sweat (everybody dance now),c & c music factory,0
2194,955779,,,down my spine,the mojomatics,2008
2195,849284,,,be careful of stones that you throw,dion,0
2196,947591,,,it came upon a midnight clear,anita bryant,1998
2197,944364,,,si les doux accords de ta lyre,juan diego flórez / alessandra marianelli / orquesta sinfónica de madrid / jesús lópez-cobos,0
2198,759180,,,how to get by in the usa,guinea pigs,0
2199,947609,,,from oboe concerto in d minor_ op. 9 no. 2: albinoni - oboe concerto - adagio,philharmonia orchestra,0
2200,955802,,,hard to rule woman blues,ramblin' thomas & the dallas blues singers,0
2201,783771,,,a crisis in mid life,the tangent,0
2202,808348,,,tu bois et tu traînes le soir,rue de la muette,2001
2203,943002,,,el gallo de tlazazalca,los originales de san juan,0
2204,898462,,,all the pretty girls leave town,tim easton,0
2205,955807,,,crazy eddie's last hurrah,reckless kelly,2006
2206,898468,,,theme from 'rawhide',west end orchestra & singers,0
2207,955815,,,love like blood (album version),year long disaster,0
2208,872335,,,no more tears,john mayall's bluesbreakers,1967
2209,955818,,,rock-a-bye baby,judy garland,0
2210,918429,,,instrumentals' volume 1,arthur russell,0
2211,931250,,,big city blues,annette hanshaw,0
2212,775604,,,(i wish i knew how it would feel to be) free/one,lighthouse family,2001
2213,955829,,,second sense,jon hopkins,2004
2214,830927,,,unbelievable,ray j / shorty mack / detail / gangsta girl,2005
2215,636348,,,bass trap,bamboo forest,2004
2216,882109,,,a mi me copa el tango,osvaldo pugliese,0
2217,939464,,,i saw her standing there,alvin stardust,2007
2218,955853,,,rattlesnake preacher,chris smither,2005
2219,947666,,,concrete acid,qwerty,0
2220,955860,,,rodeo boy,fred eaglesmith,0
2221,955867,,,i walk the line (lullaby rendition of johnny cash),hushabye baby,0
2222,718302,,,after closing time,david houston,0
2223,931295,,,how i feel&(feat. un pacino & boogz from hard white),big twins,2009
2224,293115,,,time to get glamorous,girl talk,0
2225,456164,,,don giovanni: erster akt - laßt die musik beginnen,chor des frankfurter rundfunks_ orchester des frankfurter rundfunks_ karl schmitt-walter_ otto von rohr_ felice hüni-mihacsek_ kurt schröder,0
2226,423397,,,cuando acaba la noche,la 5a estacion,0
2227,890342,,,hark! the herald angels sing/o little town of bethlehem/joy to the world (medley) (2000 digital remaster),ferrante & teicher,0
2228,947687,,,i think i know,flowriders,0
2229,947690,,,shacklyn knights,medeski_ martin & wood,2000
2230,841196,,,a change of seasons i - the crimson sunrise [live version - paris 1998],dream theater,0
2231,775661,,,when you wish upon a star,red nichols and his 5 pennies,0
2232,882162,,,red white and blue,the last resort,0
2233,808435,,,pump it up (guide vocal),karaoke (made famous by joe budden),0
2234,939510,,,america the beautiful,john mcdermott,0
2235,800247,,,los restos del naufragio - live,bunbury,0
2236,120313,,,messiah/part the first/no. 10 recitative: for behold_ darkness shall cover the earth,robert shaw,judith raskin
2237,800250,,,la cugina - yukihiro fukutomi remix,ennio morricone,0
2238,955899,,,the number no good things can come of (non-album track),glassjaw,2005
2239,726526,,,back to bologna (feat. cedar walton_ bob berg_ tony dumas),billy higgins,0
2240,901188,,,when it hurts so bad,lauryn hill,1998
2241,906753,,,(i can't play) basketball,jimmy fallon,2002
2242,882183,,,galilean boy (crippled dog band live),bobb trimble,1982
2243,939528,,,time has come today,the chambers brothers,1967
2244,701961,,,i'm going to live the life i sing about in my song (lp version),marion williams,0
2245,857614,,,my favorite things,the string trio of new york,0
2246,898575,,,love story,richard clayderman,1990
2247,955921,,,good enough for rock and roll,chuck ragan,2009
2248,955931,,,dog days (chris carriers proplan remix),matthew dear,0
